Jockey,Trainer,Wins,Starts,Places,Profit,WinRate,PlaceRate,ROI
潘明輝,方嘉柏,0,1,0,-1.0,0.0,0.0,-100.0
潘明輝,文家良,0,33,2,-33.0,0.0,6.1,-100.0
潘明輝,大衛希斯,0,1,0,-1.0,0.0,0.0,-100.0
潘明輝,告東尼,0,1,0,-1.0,0.0,0.0,-100.0
潘明輝,伍鵬志,0,22,3,-22.0,0.0,13.6,-100.0
潘明輝,丁冠豪,0,10,1,-10.0,0.0,10.0,-100.0
潘大衛,黎昭昇,0,3,0,-3.0,0.0,0.0,-100.0
潘大衛,韋達,0,19,3,-19.0,0.0,15.8,-100.0
潘大衛,蘇偉賢,0,17,0,-17.0,0.0,0.0,-100.0
潘大衛,蔡約翰,0,2,0,-2.0,0.0,0.0,-100.0
潘大衛,葉楚航,0,3,0,-3.0,0.0,0.0,-100.0
潘頓,徐雨石,0,2,0,-2.0,0.0,0.0,-100.0
布浩榮,方嘉柏,0,3,1,-3.0,0.0,33.3,-100.0
布浩榮,徐雨石,0,7,0,-7.0,0.0,0.0,-100.0
布浩榮,姚本輝,0,1,0,-1.0,0.0,0.0,-100.0
布浩榮,伍鵬志,0,2,0,-2.0,0.0,0.0,-100.0
布文,鄭俊偉,0,4,0,-4.0,0.0,0.0,-100.0
布文,蘇偉賢,0,5,1,-5.0,0.0,20.0,-100.0
布文,羅富全,0,7,0,-7.0,0.0,0.0,-100.0
潘明輝,黎昭昇,0,2,0,-2.0,0.0,0.0,-100.0
潘明輝,蘇偉賢,0,1,0,-1.0,0.0,0.0,-100.0
潘明輝,蔡約翰,0,4,0,-4.0,0.0,0.0,-100.0
潘明輝,葉楚航,0,11,0,-11.0,0.0,0.0,-100.0
班德禮,姚本輝,0,6,2,-6.0,0.0,33.3,-100.0
班德禮,告東尼,0,10,1,-10.0,0.0,10.0,-100.0
班德禮,伍鵬志,0,25,5,-25.0,0.0,20.0,-100.0
布文,伍鵬志,0,9,2,-9.0,0.0,22.2,-100.0
布文,丁冠豪,0,2,0,-2.0,0.0,0.0,-100.0
布宜學,蔡約翰,0,1,0,-1.0,0.0,0.0,-100.0
布宜學,巫偉傑,0,1,0,-1.0,0.0,0.0,-100.0
布宜學,告東尼,0,1,0,-1.0,0.0,0.0,-100.0
巴米高,黎昭昇,0,2,1,-2.0,0.0,50.0,-100.0
潘頓,桂福特,0,13,6,-13.0,0.0,46.2,-100.0
田泰安,姚本輝,0,24,6,-24.0,0.0,25.0,-100.0
田泰安,呂健威,0,6,0,-6.0,0.0,0.0,-100.0
田泰安,丁冠豪,0,3,0,-3.0,0.0,0.0,-100.0
班德禮,黎昭昇,0,12,2,-12.0,0.0,16.7,-100.0
班德禮,鄭俊偉,0,5,2,-5.0,0.0,40.0,-100.0
班德禮,蔡約翰,0,5,0,-5.0,0.0,0.0,-100.0
班德禮,葉楚航,0,20,2,-20.0,0.0,10.0,-100.0
班德禮,游達榮,0,5,1,-5.0,0.0,20.0,-100.0
班德禮,文家良,0,1,0,-1.0,0.0,0.0,-100.0
班德禮,徐雨石,0,2,0,-2.0,0.0,0.0,-100.0
班德禮,廖康銘,0,2,0,-2.0,0.0,0.0,-100.0
田泰安,羅富全,0,16,3,-16.0,0.0,18.8,-100.0
田泰安,游達榮,0,26,4,-26.0,0.0,15.4,-100.0
田泰安,方嘉柏,0,6,1,-6.0,0.0,16.7,-100.0
巴米高,韋達,0,1,0,-1.0,0.0,0.0,-100.0
巴米高,蘇偉賢,0,1,0,-1.0,0.0,0.0,-100.0
巴米高,大衛希斯,0,1,0,-1.0,0.0,0.0,-100.0
巴米高,呂健威,0,1,0,-1.0,0.0,0.0,-100.0
巴度,賀賢,0,13,2,-13.0,0.0,15.4,-100.0
巴度,游達榮,0,5,0,-5.0,0.0,0.0,-100.0
巴度,桂福特,0,5,1,-5.0,0.0,20.0,-100.0
紀仁安,蘇偉賢,0,3,2,-3.0,0.0,66.7,-100.0
紀仁安,葉楚航,0,5,0,-5.0,0.0,0.0,-100.0
紀仁安,羅富全,0,6,2,-6.0,0.0,33.3,-100.0
紀仁安,游達榮,0,6,1,-6.0,0.0,16.7,-100.0
紀仁安,沈集成,0,2,1,-2.0,0.0,50.0,-100.0
紀仁安,文家良,0,10,1,-10.0,0.0,10.0,-100.0
紀仁安,巫偉傑,0,5,0,-5.0,0.0,0.0,-100.0
紀仁安,大衛希斯,0,3,1,-3.0,0.0,33.3,-100.0
紀仁安,告東尼,0,5,0,-5.0,0.0,0.0,-100.0
紀仁安,丁冠豪,0,5,2,-5.0,0.0,40.0,-100.0
田泰安,黎昭昇,0,13,1,-13.0,0.0,7.7,-100.0
田泰安,韋達,0,6,2,-6.0,0.0,33.3,-100.0
田泰安,鄭俊偉,0,19,1,-19.0,0.0,5.3,-100.0
巫顯東,蔡約翰,0,1,0,-1.0,0.0,0.0,-100.0
巫顯東,羅富全,0,6,0,-6.0,0.0,0.0,-100.0
巫顯東,游達榮,0,3,0,-3.0,0.0,0.0,-100.0
巫顯東,沈集成,0,18,1,-18.0,0.0,5.6,-100.0
艾兆禮,沈集成,0,4,0,-4.0,0.0,0.0,-100.0
艾兆禮,桂福特,0,5,1,-5.0,0.0,20.0,-100.0
艾兆禮,徐雨石,0,1,0,-1.0,0.0,0.0,-100.0
艾兆禮,布銘球,0,1,1,-1.0,0.0,100.0,-100.0
艾兆禮,巫偉傑,0,4,1,-4.0,0.0,25.0,-100.0
艾兆禮,大衛希斯,0,8,1,-8.0,0.0,12.5,-100.0
紀仁安,黎昭昇,0,7,1,-7.0,0.0,14.3,-100.0
紀仁安,韋達,0,4,1,-4.0,0.0,25.0,-100.0
紀仁安,鄭俊偉,0,5,2,-5.0,0.0,40.0,-100.0
紀仁安,賀賢,0,1,0,-1.0,0.0,0.0,-100.0
田泰安,伍鵬志,0,40,5,-40.0,0.0,12.5,-100.0
艾道拿,伍鵬志,0,6,0,-6.0,0.0,0.0,-100.0
艾兆禮,韋達,0,8,1,-8.0,0.0,12.5,-100.0
艾兆禮,葉楚航,0,12,2,-12.0,0.0,16.7,-100.0
艾兆禮,羅富全,0,12,1,-12.0,0.0,8.3,-100.0
艾兆禮,游達榮,0,29,4,-29.0,0.0,13.8,-100.0
麥道朗,黎昭昇,0,7,2,-7.0,0.0,28.6,-100.0
麥道朗,鄭俊偉,0,2,1,-2.0,0.0,50.0,-100.0
周俊樂,賀賢,0,2,0,-2.0,0.0,0.0,-100.0
巴度,大衛希斯,0,6,0,-6.0,0.0,0.0,-100.0
周俊樂,徐雨石,0,1,0,-1.0,0.0,0.0,-100.0
巴度,呂健威,0,8,0,-8.0,0.0,0.0,-100.0
巴度,伍鵬志,0,11,1,-11.0,0.0,9.1,-100.0
何澤堯,廖康銘,0,3,1,-3.0,0.0,33.3,-100.0
巫顯東,黎昭昇,0,1,0,-1.0,0.0,0.0,-100.0
巫顯東,鄭俊偉,0,19,0,-19.0,0.0,0.0,-100.0
巫顯東,蘇偉賢,0,13,0,-13.0,0.0,0.0,-100.0
莫艾誠,伯特,0,1,0,-1.0,0.0,0.0,-100.0
黃智弘,伍鵬志,0,5,0,-5.0,0.0,0.0,-100.0
艾道拿,鄭俊偉,0,2,0,-2.0,0.0,0.0,-100.0
艾道拿,賀賢,0,12,3,-12.0,0.0,25.0,-100.0
黃智弘,丁冠豪,0,2,1,-2.0,0.0,50.0,-100.0
艾道拿,羅富全,0,2,0,-2.0,0.0,0.0,-100.0
黃寶妮,黎昭昇,0,9,2,-9.0,0.0,22.2,-100.0
黃寶妮,韋達,0,3,2,-3.0,0.0,66.7,-100.0
艾道拿,桂福特,0,1,0,-1.0,0.0,0.0,-100.0
艾道拿,方嘉柏,0,8,1,-8.0,0.0,12.5,-100.0
艾道拿,徐雨石,0,6,0,-6.0,0.0,0.0,-100.0
艾道拿,廖康銘,0,9,0,-9.0,0.0,0.0,-100.0
艾道拿,巫偉傑,0,12,2,-12.0,0.0,16.7,-100.0
艾道拿,姚本輝,0,9,2,-9.0,0.0,22.2,-100.0
艾道拿,告東尼,0,25,0,-25.0,0.0,0.0,-100.0
艾道拿,呂健威,0,4,1,-4.0,0.0,25.0,-100.0
莫雷拉,桂福特,0,1,0,-1.0,0.0,0.0,-100.0
莫雷拉,堀宣行,0,1,1,-1.0,0.0,100.0,-100.0
莫雷拉,告東尼,0,1,0,-1.0,0.0,0.0,-100.0
莫雷拉,伍鵬志,0,1,0,-1.0,0.0,0.0,-100.0
莫雅,黎昭昇,0,1,0,-1.0,0.0,0.0,-100.0
莫雅,蔡約翰,0,2,0,-2.0,0.0,0.0,-100.0
黃寶妮,鄭俊偉,0,5,1,-5.0,0.0,20.0,-100.0
莫雅,沈集成,0,1,0,-1.0,0.0,0.0,-100.0
麥道朗,賀賢,0,9,2,-9.0,0.0,22.2,-100.0
莫雅,岳伯仁,0,2,0,-2.0,0.0,0.0,-100.0
莫雅,堀宣行,0,1,0,-1.0,0.0,0.0,-100.0
莫雅,伍鵬志,0,1,0,-1.0,0.0,0.0,-100.0
莫艾誠,蘇偉賢,0,1,0,-1.0,0.0,0.0,-100.0
莫艾誠,岳品賢,0,1,0,-1.0,0.0,0.0,-100.0
莫艾誠,包義定,0,1,0,-1.0,0.0,0.0,-100.0
莫艾誠,侯耀誠,0,1,0,-1.0,0.0,0.0,-100.0
董明朗,賀賢,0,1,0,-1.0,0.0,0.0,-100.0
董明朗,蘇偉賢,0,15,4,-15.0,0.0,26.7,-100.0
董明朗,葉楚航,0,1,0,-1.0,0.0,0.0,-100.0
董明朗,羅富全,0,1,0,-1.0,0.0,0.0,-100.0
董明朗,桂福特,0,8,1,-8.0,0.0,12.5,-100.0
董明朗,方嘉柏,0,4,0,-4.0,0.0,0.0,-100.0
董明朗,姚本輝,0,1,0,-1.0,0.0,0.0,-100.0
董明朗,大衛希斯,0,3,0,-3.0,0.0,0.0,-100.0
董明朗,呂健威,0,17,7,-17.0,0.0,41.2,-100.0
莫雷拉,黎昭昇,0,2,0,-2.0,0.0,0.0,-100.0
莫雷拉,韋達,0,1,0,-1.0,0.0,0.0,-100.0
莫雷拉,賀賢,0,1,0,-1.0,0.0,0.0,-100.0
莫雷拉,葉楚航,0,1,0,-1.0,0.0,0.0,-100.0
莫雷拉,羅富全,0,1,1,-1.0,0.0,100.0,-100.0
莫雷拉,武英智,0,1,0,-1.0,0.0,0.0,-100.0
莫雷拉,武井亮,0,1,0,-1.0,0.0,0.0,-100.0
蔡明紹,鄭俊偉,0,10,1,-10.0,0.0,10.0,-100.0
希威森,賀賢,0,2,0,-2.0,0.0,0.0,-100.0
蔡明紹,蔡約翰,0,9,2,-9.0,0.0,22.2,-100.0
希威森,蘇偉賢,0,7,0,-7.0,0.0,0.0,-100.0
蔡明紹,羅富全,0,12,0,-12.0,0.0,0.0,-100.0
蔡明紹,游達榮,0,4,0,-4.0,0.0,0.0,-100.0
蔡明紹,沈集成,0,2,0,-2.0,0.0,0.0,-100.0
希威森,葉楚航,0,2,0,-2.0,0.0,0.0,-100.0
希威森,羅富全,0,1,0,-1.0,0.0,0.0,-100.0
蔡明紹,廖康銘,0,12,2,-12.0,0.0,16.7,-100.0
蔡明紹,姚本輝,0,17,2,-17.0,0.0,11.8,-100.0
蔡明紹,呂健威,0,6,0,-6.0,0.0,0.0,-100.0
蔡明紹,伍鵬志,0,2,1,-2.0,0.0,50.0,-100.0
蔡明紹,丁冠豪,0,2,0,-2.0,0.0,0.0,-100.0
董明朗,黎昭昇,0,3,0,-3.0,0.0,0.0,-100.0
董明朗,韋達,0,9,0,-9.0,0.0,0.0,-100.0
奧爾民,羅富全,0,11,0,-11.0,0.0,0.0,-100.0
袁幸堯,文家良,0,1,0,-1.0,0.0,0.0,-100.0
袁幸堯,徐雨石,0,1,0,-1.0,0.0,0.0,-100.0
袁幸堯,巫偉傑,0,3,0,-3.0,0.0,0.0,-100.0
袁幸堯,呂健威,0,2,0,-2.0,0.0,0.0,-100.0
何澤堯,黎昭昇,0,1,0,-1.0,0.0,0.0,-100.0
袁幸堯,丁冠豪,0,2,0,-2.0,0.0,0.0,-100.0
蘇銘倫,葛威法,0,2,2,-2.0,0.0,100.0,-100.0
蘇銘倫,文家良,0,1,1,-1.0,0.0,100.0,-100.0
蘇銘倫,姚本輝,0,1,0,-1.0,0.0,0.0,-100.0
蘇銘倫,伍鵬志,0,1,0,-1.0,0.0,0.0,-100.0
薛凱華,黎昭昇,0,1,0,-1.0,0.0,0.0,-100.0
薛凱華,游孝廉,0,1,1,-1.0,0.0,100.0,-100.0
薛凱華,巫偉傑,0,1,0,-1.0,0.0,0.0,-100.0
蔡明紹,黎昭昇,0,17,5,-17.0,0.0,29.4,-100.0
蔡明紹,韋達,0,3,0,-3.0,0.0,0.0,-100.0
何澤堯,韋達,0,1,0,-1.0,0.0,0.0,-100.0
袁幸堯,蘇偉賢,0,1,1,-1.0,0.0,100.0,-100.0
袁幸堯,羅富全,0,4,2,-4.0,0.0,50.0,-100.0
袁幸堯,游達榮,0,1,0,-1.0,0.0,0.0,-100.0
袁幸堯,桂福特,0,1,0,-1.0,0.0,0.0,-100.0
巫顯東,文家良,0,1,0,-1.0,0.0,0.0,-100.0
巫顯東,徐雨石,0,25,0,-25.0,0.0,0.0,-100.0
巫顯東,巫偉傑,0,1,0,-1.0,0.0,0.0,-100.0
何澤堯,鄭俊偉,0,4,1,-4.0,0.0,25.0,-100.0
巫顯東,大衛希斯,0,1,0,-1.0,0.0,0.0,-100.0
巫顯東,丁冠豪,0,11,1,-11.0,0.0,9.1,-100.0
川田將雅,高野友和,0,1,0,-1.0,0.0,0.0,-100.0
奧爾民,韋達,0,16,2,-16.0,0.0,12.5,-100.0
奧爾民,鄭俊偉,0,19,3,-19.0,0.0,15.8,-100.0
奧爾民,蔡約翰,0,12,3,-12.0,0.0,25.0,-100.0
奧爾民,葉楚航,0,3,0,-3.0,0.0,0.0,-100.0
金誠剛,蘇偉賢,0,17,6,-17.0,0.0,35.3,-100.0
金誠剛,蔡約翰,0,5,0,-5.0,0.0,0.0,-100.0
金誠剛,葉楚航,0,10,1,-10.0,0.0,10.0,-100.0
金誠剛,羅富全,0,3,0,-3.0,0.0,0.0,-100.0
何澤堯,游達榮,0,6,1,-6.0,0.0,16.7,-100.0
金誠剛,方嘉柏,0,5,0,-5.0,0.0,0.0,-100.0
金誠剛,徐雨石,0,21,0,-21.0,0.0,0.0,-100.0
何澤堯,桂福特,0,1,0,-1.0,0.0,0.0,-100.0
金誠剛,告東尼,0,2,0,-2.0,0.0,0.0,-100.0
金誠剛,呂健威,0,9,1,-9.0,0.0,11.1,-100.0
何澤堯,徐雨石,0,7,0,-7.0,0.0,0.0,-100.0
金美琪,韋達,0,1,1,-1.0,0.0,100.0,-100.0
金美琪,姚本輝,0,1,0,-1.0,0.0,0.0,-100.0
金美琪,大衛希斯,0,2,0,-2.0,0.0,0.0,-100.0
貝知仁,巴伯樂,0,1,0,-1.0,0.0,0.0,-100.0
黃智弘,韋達,0,3,0,-3.0,0.0,0.0,-100.0
鍾易禮,蘇偉賢,0,1,0,-1.0,0.0,0.0,-100.0
鍾易禮,蔡約翰,0,1,0,-1.0,0.0,0.0,-100.0
鍾易禮,葉楚航,0,24,1,-24.0,0.0,4.2,-100.0
鍾易禮,羅富全,0,3,0,-3.0,0.0,0.0,-100.0
黃智弘,鄭俊偉,0,8,0,-8.0,0.0,0.0,-100.0
鍾易禮,桂福特,0,6,0,-6.0,0.0,0.0,-100.0
鍾易禮,文家良,0,13,0,-13.0,0.0,0.0,-100.0
鍾易禮,廖康銘,0,5,0,-5.0,0.0,0.0,-100.0
鍾易禮,巫偉傑,0,3,0,-3.0,0.0,0.0,-100.0
鍾易禮,大衛希斯,0,2,0,-2.0,0.0,0.0,-100.0
鍾易禮,呂健威,0,5,1,-5.0,0.0,20.0,-100.0
鍾易禮,伍鵬志,0,12,0,-12.0,0.0,0.0,-100.0
鍾易禮,丁冠豪,0,8,0,-8.0,0.0,0.0,-100.0
金誠剛,韋達,0,25,3,-25.0,0.0,12.0,-100.0
李慕華,田中博康,0,1,0,-1.0,0.0,0.0,-100.0
金誠剛,賀賢,0,3,0,-3.0,0.0,0.0,-100.0
李慕華,武井亮,0,1,0,-1.0,0.0,0.0,-100.0
霍宏聲,告東尼,0,1,0,-1.0,0.0,0.0,-100.0
奧爾民,游達榮,0,5,0,-5.0,0.0,0.0,-100.0
奧爾民,沈集成,0,11,1,-11.0,0.0,9.1,-100.0
奧爾民,桂福特,0,2,0,-2.0,0.0,0.0,-100.0
奧爾民,巫偉傑,0,1,0,-1.0,0.0,0.0,-100.0
奧爾民,姚本輝,0,11,3,-11.0,0.0,27.3,-100.0
李慕華,森一誠,0,1,0,-1.0,0.0,0.0,-100.0
奧爾民,告東尼,0,2,0,-2.0,0.0,0.0,-100.0
奧爾民,伍鵬志,0,20,2,-20.0,0.0,10.0,-100.0
奧爾民,丁冠豪,0,2,0,-2.0,0.0,0.0,-100.0
周俊樂,韋達,0,7,2,-7.0,0.0,28.6,-100.0
周俊樂,鄭俊偉,0,17,2,-17.0,0.0,11.8,-100.0
霍宏聲,丁冠豪,0,12,0,-12.0,0.0,0.0,-100.0
鍾易禮,黎昭昇,0,4,0,-4.0,0.0,0.0,-100.0
鍾易禮,鄭俊偉,0,2,0,-2.0,0.0,0.0,-100.0
麥文堅,丁冠豪,0,1,0,-1.0,0.0,0.0,-100.0
高力德,杉山晴紀,0,1,0,-1.0,0.0,0.0,-100.0
馬昆,游孝廉,0,1,0,-1.0,0.0,0.0,-100.0
馬昆,丁冠豪,0,1,0,-1.0,0.0,0.0,-100.0
韋紀力,蔡約翰,0,6,2,-6.0,0.0,33.3,-100.0
韋紀力,大衛希斯,0,3,1,-3.0,0.0,33.3,-100.0
韋紀力,呂健威,0,2,1,-2.0,0.0,50.0,-100.0
霍宏聲,黎昭昇,0,4,0,-4.0,0.0,0.0,-100.0
霍宏聲,鄭俊偉,0,3,0,-3.0,0.0,0.0,-100.0
霍宏聲,賀賢,0,3,0,-3.0,0.0,0.0,-100.0
霍宏聲,蘇偉賢,0,6,1,-6.0,0.0,16.7,-100.0
霍宏聲,葉楚航,0,5,1,-5.0,0.0,20.0,-100.0
霍宏聲,沈集成,0,4,0,-4.0,0.0,0.0,-100.0
霍宏聲,桂福特,0,8,3,-8.0,0.0,37.5,-100.0
霍宏聲,文家良,0,2,0,-2.0,0.0,0.0,-100.0
霍宏聲,徐雨石,0,1,0,-1.0,0.0,0.0,-100.0
麥文堅,鄭俊偉,0,1,0,-1.0,0.0,0.0,-100.0
麥文堅,賀賢,0,1,0,-1.0,0.0,0.0,-100.0
麥文堅,蘇偉賢,0,3,0,-3.0,0.0,0.0,-100.0
金誠剛,大衛希斯,0,14,0,-14.0,0.0,0.0,-100.0
麥文堅,羅富全,0,4,2,-4.0,0.0,50.0,-100.0
李慕華,方嘉柏,0,1,1,-1.0,0.0,100.0,-100.0
麥文堅,沈集成,0,12,2,-12.0,0.0,16.7,-100.0
麥文堅,方嘉柏,0,7,2,-7.0,0.0,28.6,-100.0
李慕華,手塚貴久,0,1,1,-1.0,0.0,100.0,-100.0
麥文堅,徐雨石,0,3,0,-3.0,0.0,0.0,-100.0
麥文堅,廖康銘,0,5,0,-5.0,0.0,0.0,-100.0
麥文堅,巫偉傑,0,6,0,-6.0,0.0,0.0,-100.0
麥文堅,岳本賢,0,2,0,-2.0,0.0,0.0,-100.0
李慕華,姚本輝,0,1,0,-1.0,0.0,0.0,-100.0
麥文堅,呂健威,0,1,0,-1.0,0.0,0.0,-100.0
麥文堅,伍鵬志,0,2,1,-2.0,0.0,50.0,-100.0
李慕華,大衛希斯,0,1,0,-1.0,0.0,0.0,-100.0
麥道朗,葉楚航,0,5,3,-5.0,0.0,60.0,-100.0
麥道朗,羅富全,0,2,0,-2.0,0.0,0.0,-100.0
麥道朗,桂福特,0,2,0,-2.0,0.0,0.0,-100.0
麥道朗,方嘉柏,0,1,1,-1.0,0.0,100.0,-100.0
麥道朗,文家良,0,1,0,-1.0,0.0,0.0,-100.0
麥道朗,徐雨石,0,1,0,-1.0,0.0,0.0,-100.0
麥道朗,廖康銘,0,5,1,-5.0,0.0,20.0,-100.0
李寶利,韋達,0,1,0,-1.0,0.0,0.0,-100.0
李寶利,鄭俊偉,0,1,0,-1.0,0.0,0.0,-100.0
麥道朗,大衛希斯,0,8,2,-8.0,0.0,25.0,-100.0
麥道朗,告東尼,0,4,1,-4.0,0.0,25.0,-100.0
李寶利,蘇偉賢,0,1,0,-1.0,0.0,0.0,-100.0
李寶利,葉楚航,0,3,0,-3.0,0.0,0.0,-100.0
麥文堅,黎昭昇,0,3,0,-3.0,0.0,0.0,-100.0
麥文堅,韋達,0,7,2,-7.0,0.0,28.6,-100.0
黃智弘,告東尼,0,1,0,-1.0,0.0,0.0,-100.0
李寶利,羅富全,0,1,0,-1.0,0.0,0.0,-100.0
周俊樂,大衛希斯,0,3,0,-3.0,0.0,0.0,-100.0
黃智弘,呂健威,0,3,1,-3.0,0.0,33.3,-100.0
黃智弘,黎昭昇,0,3,0,-3.0,0.0,0.0,-100.0
李寶利,方嘉柏,0,3,0,-3.0,0.0,0.0,-100.0
周俊樂,丁冠豪,0,9,0,-9.0,0.0,0.0,-100.0
黃智弘,桂福特,0,2,0,-2.0,0.0,0.0,-100.0
黃智弘,文家良,0,12,1,-12.0,0.0,8.3,-100.0
黃智弘,徐雨石,0,5,1,-5.0,0.0,20.0,-100.0
黃智弘,巫偉傑,0,4,1,-4.0,0.0,25.0,-100.0
李寶利,姚本輝,0,1,1,-1.0,0.0,100.0,-100.0
黃智弘,大衛希斯,0,18,3,-18.0,0.0,16.7,-100.0
何澤堯,巫偉傑,0,8,3,-8.0,0.0,37.5,-100.0
黃寶妮,呂健威,0,4,1,-4.0,0.0,25.0,-100.0
李寶利,呂健威,0,1,0,-1.0,0.0,0.0,-100.0
黃智弘,蘇偉賢,0,1,0,-1.0,0.0,0.0,-100.0
黃智弘,葉楚航,0,9,0,-9.0,0.0,0.0,-100.0
黃智弘,羅富全,0,5,0,-5.0,0.0,0.0,-100.0
黃智弘,游達榮,0,7,2,-7.0,0.0,28.6,-100.0
黃寶妮,蘇偉賢,0,1,0,-1.0,0.0,0.0,-100.0
黃寶妮,葉楚航,0,7,0,-7.0,0.0,0.0,-100.0
黃寶妮,羅富全,0,1,1,-1.0,0.0,100.0,-100.0
黃寶妮,桂福特,0,2,0,-2.0,0.0,0.0,-100.0
黃寶妮,徐雨石,0,8,0,-8.0,0.0,0.0,-100.0
黃寶妮,巫偉傑,0,4,0,-4.0,0.0,0.0,-100.0
黃寶妮,大衛希斯,0,12,2,-12.0,0.0,16.7,-100.0
何澤堯,姚本輝,0,12,1,-12.0,0.0,8.3,-100.0
何澤堯,大衛希斯,0,1,0,-1.0,0.0,0.0,-100.0
何澤堯,告東尼,0,1,0,-1.0,0.0,0.0,-100.0
何澤堯,伍鵬志,0,16,3,-16.0,0.0,18.8,-100.0
三浦皇成,鹿戶雄一,0,1,0,-1.0,0.0,0.0,-100.0
