Name,Type,Suburb/Area,Latitude (S),Longitude (E)
FarmTronics Australia,Hatchery,"Factory 4/1 George Ave, Tyabb VIC 3913, Australia",-38.2595151,145.180783
S.B.A.,Hatchery,"132 Railway Rd, Rochester VIC 3561, Australia",-36.3811706,144.684673
Bundarra Tropical Fish Farm,Hatchery,"70 Coop Rd, Pakenham VIC 3810, Australia",-38.101887,145.522131
Glenwaters Native Fish,Hatchery,"21 Murtaghs Ln, King Valley VIC 3678, Australia",-36.6979638,146.4109049
Ocean Road Abalone | Southern Ocean Mariculture,Hatchery,"2891 Princes Hwy, Port Fairy VIC 3284, Australia",-38.3898827,142.1778342
Australian Fish Sales,Hatchery,"4 Berkley Rise, South Morang VIC 3752, Australia",-37.622491,145.071598
Fish Hatchery,Hatchery,"Fish Hatchery, Boolarra VIC 3870, Australia",-38.3644228,146.2841166
SeaGen Aquaculture,Hatchery,"10 Beach Cres, Newhaven VIC 3925, Australia",-38.5159357,145.36290169999998
Victorian Fisheries Authority,Hatchery,"1 Spring St, Melbourne VIC 3068, Australia",-37.8151647,144.9743793
Deutscher's Turkey Farm,Hatchery,"5828 Western Hwy, Dadswells Bridge VIC 3385, Australia",-36.916212,142.518732
Piggy's Haven Poultry,Chicken farm,"Tara Kogan Rd, Tara QLD 4421, Australia",-27.155891399999998,150.6113021
Sunny Queen Australia,Egg farm,"145 Mica St, Carole Park QLD 4300, Australia",-27.6106777,152.92390440000003
Elimbah Nadra Farm Fresh Cageless Eggs,Egg farm,"195-235 Mansfield Rd, Elimbah QLD 4516, Australia",-27.026084899999997,152.9569884
Stockman's Eggs,Egg farm,"588 Tolga Rd, Kairi QLD 4872, Australia",-17.2174224,145.5295045
Tin Shed Farm,Egg farm,"McCarthy Shute Rd, Crohamhurst QLD 4519, Australia",-26.804789000000003,152.85196349999998
Lower Mountain Pasture Raised Eggs,Egg farm,"251 Lower Mountain Rd, Dundowran QLD 4655, Australia",-25.3006876,152.7799722
Peacefield Egg Farm,Egg farm,"JPQ6+C3, Gumlow QLD 4815, Australia",-19.3614161,146.71016849999998
Williams Eggs,Egg farm,"344 Canningvale Rd, Leslie QLD 4370, Australia",-28.2454127,152.06257829999998
Echo Valley Farm,Egg farm,"157 Forest Springs Goomburra Rd, Goomburra QLD 4362, Australia",-28.032273200000002,152.105917
McLean Farms,Egg farm,"Pittsworth QLD 4356, Australia",-27.713545,151.651852
Market Egg Supplies,Egg farm,"385 Sherwood Rd, Rocklea QLD 4106, Australia",-27.5342383,153.00396920000003
Woodlands Broiler Farm 13,Broiler farm,"Beerburrum Donnybrook Rd, Beerburrum QLD 4517, Australia",-26.984480899999998,153.0007124
Woodlands Broiler Farm 8,Broiler farm,"Barrs Rd, Glass House Mountains QLD 4518, Australia",-26.9136132,152.95241120000003
Woodlands Broiler Farm 5,Broiler farm,"Fraser Rd, Beerwah QLD 4519, Australia",-26.834008599999997,152.972238
Bond Enterprises,Broiler farm,"303 Grantham Scrub Rd, Veradilla QLD 4347, Australia",-27.593882899999997,152.17207019999998
Mayfield Poultry,Broiler farm,"1509 Pine Mountain Rd, Wanora QLD 4306, Australia",-27.500508999999997,152.6788001
AquaVerde Redclaw Hatchery and Farm,Hatchery,"39 Blue Gum Rd, Carrington QLD 4883, Australia",-17.3090393,145.4593439
Hanwood Fish Hatchery,Hatchery,"323 Redgate Road, Redgate QLD 4605, Australia",-26.2576285,152.0122351
Cherax Park Aquaculture,Hatchery,"694 Kanyan Rd, Theebine QLD 4570, Australia",-25.926921,152.5455256
Rocky Point Aquaculture,Hatchery,"Rocky Point Rd, Woongoolba QLD 4207, Australia",-27.7242258,153.3352844
Greenacres Aquaculture,Hatchery,"Q9Q2+35, Abington QLD 4660, Australia",-25.2123125,152.35314119999998
Aquaculture Gladstone,Hatchery,"Awoonga Dam Rd, Benaraby QLD 4680, Australia",-24.0661961,151.30809739999998
Barramundi Gardens,Hatchery,"1832 Mossman Mount Molloy Rd, Julatten QLD 4871, Australia",-16.5861512,145.3381724
Pacific Reef Fisheries PTY Ltd.,Hatchery,"1 Trent Rd, Ayr QLD 4807, Australia",-19.4923577,147.48638409999998
Aussie Fish Aquatics Pty Ltd,Hatchery,"741 Sims Rd, Abington QLD 4660, Australia",-25.225004799999997,152.3649843
Les Wilson Barramundi Discovery Centre,Hatchery,"149 Yappar St, Karumba QLD 4891, Australia",-17.5025326,140.8262435
Condabilla Fish,Hatchery,"4412 Kogan Condamine Road Chinchilla, Crossroads QLD 4413, Australia",-26.867223799999998,150.3786278
Daintree Saltwater Barramundi Fish Farms,Hatchery,"LOT 3 Vixies Rd, Wonga Beach QLD 4873, Australia",-16.3295739,145.4093917
Jungle Creek Aquaculture,Hatchery,"34 Old Palmerston Hwy, Innisfail QLD 4860, Australia",-17.5701049,145.9094196
Redgate Fish Farm,Hatchery,"1135 Murgon Barambah Rd, Moffatdale QLD 4605, Australia",-26.315423,152.0289537
Sunshine Coast Crayfish Producers,Hatchery,"91 Toolborough Rd, Yandina Creek QLD 4561, Australia",-26.53586,153.031632
Aquaculture Hatchery,Hatchery,"Aquaculture Hatchery, Abington QLD 4660, Australia",-25.194079,152.3220485
Fish Hatchery,Hatchery,"Fish Hatchery, Ningi QLD 4511, Australia",-27.0557911,153.0771292
B & E Poultry,Hatchery,"94 Burnside Rd, Ormeau QLD 4208, Australia",-27.751242299999998,153.2483026
Crosilva Poultry Farm,Chicken farm,"255 Midland Rd, Hazelmere WA 6055, Australia",-31.9259989,116.01946939999999
The Little Chicken Farm,Chicken farm,"100 Kalimna Way, Bannister WA 6390, Australia",-32.7764974,116.4752717
Proten Poultry Farm,Chicken farm,"478 Henderson Rd, Hopeland WA 6125, Australia",-32.4047285,115.900632
The Locke View Poultry Zoo,Chicken farm,"61 Locke View, Bedfordale WA 6112, Australia",-32.1479935,116.03626100000001
Poss's Farm,Chicken farm,"Old Coast Rd, Australind WA 6233, Australia",-33.253934099999995,115.7254158
Redmonds Poultry farm,Chicken farm,"149 Punrak Rd, Serpentine WA 6125, Australia",-32.375354,115.9248953
Comps Poultry and Birds,Chicken farm,"73 Farrall Rd, Midvale WA 6056, Australia",-31.8875202,116.03296130000001
Southampton Homestead,Chicken farm,"LOT 82 Southampton Rd, Southampton WA 6253, Australia",-33.8878735,115.97228829999999
Baiada,Chicken farm,"116 Howe St, Osborne Park WA 6017, Australia",-31.9101803,115.8180519
Mt Barker Free Range Chicken,Chicken farm,"2 Alumina Rd, East Rockingham WA 6168, Australia",-32.2651896,115.76019830000001
Peter's Poultry,Chicken farm,"61 Dellamarta Rd, Wangara WA 6065, Australia",-31.789331799999996,115.8266989
Morley Fish & Poultry Wholesalers,Chicken farm,"238 Walter Rd W, Morley WA 6062, Australia",-31.896266999999998,115.896138
Kiri Park Farm,Chicken farm,"Hunter Rd, Regans Ford WA 6503, Australia",-30.9756802,115.69171639999999
Fremantle Egg Company,Egg farm,"357 Russell Rd, Munster WA 6166, Australia",-32.153189999999995,115.80248999999999
Swan Valley Egg Farm,Egg farm,"60 Cheltenham St, Bennett Springs WA 6063, Australia",-31.850604999999998,115.9615707
Forrestdale Farm Fresh Eggs,Egg farm,"588 Nicholson Rd, Forrestdale WA 6112, Australia",-32.164743800000004,115.92181039999998
Golden Eggs,Egg farm,"116 Sultana Rd W, High Wycombe WA 6057, Australia",-31.961309399999998,116.0011444
Little Farm Eggs,Egg farm,"Pingelly WA 6308, Australia",-32.543278,117.0895741
Margaret River Free Range Eggs,Egg farm,"1432 Rosa Brook Rd, Rosa Brook WA 6285, Australia",-33.943011999999996,115.21763399999999
Albany Farm Fresh Eggs,Egg farm,"35010 Albany Hwy, Redmond WA 6327, Australia",-34.891058,117.77439600000001
Eggs 'R' Us,Egg farm,"217 Gnangara Rd, Wangara WA 6065, Australia",-31.8005588,115.84120490000001
AAA Egg Company,Egg farm,"2524 Gingin Brook Rd, Neergabby WA 6503, Australia",-31.298268300000004,115.6168296
Chook eggs,Egg farm,"615 Gingin Brook Rd, Muckenburra WA 6503, Australia",-31.318550799999997,115.80521850000001
Eggs Eggs Eggs,Egg farm,"Unit 4/13 Durham Rd, Bayswater WA 6053, Australia",-31.917751100000004,115.920329
The Natural Circle,Egg farm,"2169 S Western Hwy, Jarrahdale WA 6125, Australia",-32.3398422,116.0031834
Little Creek Pastured Eggs,Egg farm,"21 Black Wattle Rd, Dewars Pool WA 6567, Australia",-31.452189999999998,116.39425999999999
Black Stump Farm Pastured Eggs,Egg farm,"Boyup Brook WA 6244, Australia",-33.8328987,116.38838389999998
Busselton Egg Company,Egg farm,"12 Scotts Rd, Ludlow WA 6280, Australia",-33.6229923,115.48367429999999
Toby's Eggs,Egg farm,"98 E Churchill Ave, Beeliar WA 6164, Australia",-32.134233699999996,115.79769879999999
The Commercial Egg Producers Association of Western Australia (Inc),Egg farm,"11 Jarrah Ln, Mount Claremont WA 6010, Australia",-31.968462199999998,115.7928118
Days Eggs,Egg farm,"61 Gawler Rd, Lewiston SA 5501, Australia",-34.590963099999996,138.5681793
Boyanup Free Range Eggs,Egg farm,"124 Brookdale Rd, North Boyanup WA 6237, Australia",-33.458374299999996,115.7105235
One Arm Point Trochus Hatchery and Aquarium,Hatchery,"H37G+46 Ardyaloon, Western Australia, Dampier Peninsula WA 6725, Australia",-16.4368672,123.0753279
Albany Shellfish Hatchery,Hatchery,"Murray Rd, Torndirrup WA 6330, Australia",-35.0971188,117.9624755
Chapman Valley Fishing Park,Hatchery,"388 Hickety Rd, Nabawa WA 6532, Australia",-28.5179844,114.70938149999999
Woodvale Fish & Lily Farm,Hatchery,"26 Woodvale Dr, Woodvale WA 6026, Australia",-31.7859786,115.80718619999999
Blue Ridge Marron,Hatchery,"323 Mitchelldean Rd, Yanmah WA 6258, Australia",-34.2060381,116.0167254
Albany Bell Hatchery,Hatchery,"90 Guildford Rd, Mount Lawley WA 6050, Australia",-31.93472,115.88558999999998
Hatchery Feeding System,Hatchery,"27 Korella St, Mullaloo WA 6027, Australia",-31.778138400000003,115.7368434
Wallace River Hatchery,Hatchery,"14418 383rd Ave SE, Sultan, WA 98294, USA",47.8673752,-121.7173785
Hillcroft Farms,Hatchery,"1561 Yornaning Rd, Lol Gray WA 6311, Australia",-32.7475259,116.99310749999998
Department of Primary Industries and Regional Development,Hatchery,"3 Baron-Hay Ct, South Perth WA 6151, Australia",-31.988460500000002,115.8846608
Willie Creek Pearl Farm,Hatchery,"Willie Creek Pearl Farm, Waterbank WA 6725, Australia",-17.761086199999998,122.2144464
Agia Skepi,Hatchery,"287 Chittering Valley Rd, Lower Chittering WA 6084, Australia",-31.566675900000003,116.12534790000001
888 Abalone,Hatchery,"White Trail Rd, Bremer Bay WA 6338, Australia",-34.419644999999996,119.38917000000001
Hatchery Collective Bar & Grill,Hatchery,"Terminal 4, Level One, Perth Airport WA 6105, Australia",-31.9333494,115.96122709999997
Spokane Hatchery,Hatchery,"2927 W Waikiki Rd, Spokane, WA 99208, USA",47.765679999999996,-117.4620946
Dungeness Hatchery,Hatchery,"1261 Fish Hatchery Rd, Sequim, WA 98382, USA",48.0282023,-123.14066039999997
Hoodsport Hatchery Area,Hatchery,"24350 US-101, Hoodsport, WA 98548, USA",47.4070396,-123.1399536
Department of Primary Industries and Regional Development - Fisheries.,Hatchery,"39 Northside Dr, Hillarys WA 6025, Australia",-31.8204109,115.73909379999999
Kendall Creek Hatchery,Hatchery,"Hatchery Rd, Deming, WA 98244, USA",48.8976288,-122.1425414
Stockfeed West Sawyers Valley,Hatchery,"465 Stonehouse Loop, Sawyers Valley WA 6074, Australia",-31.888719799999993,116.23544240000001
Samish Hatchery,Hatchery,"5585 Old Hwy 99 N, Burlington, WA 98233, USA",48.564995,-122.332278
Green Duck Farm,Hatchery,"Sheoak Rd, Hastings WA 6308, Australia",-32.5581607,116.74830229999999
Pemberton Freshwater Research Centre,Hatchery,"Pump Hill Rd, Channybearup WA 6260, Australia",-34.4426048,116.02562640000001
"Days Eggs ,,,Devon Road Farm",Egg farm,"253 Hart Rd, Lower Light SA 5501, Australia",-34.5659603,138.44272669999998
The Fresh Egg Shop,Egg farm,"72 O G Rd, Klemzig SA 5087, Australia",-34.8811311,138.6364768
Rohde's Free Range Eggs,Egg farm,"Ruradene Rd, Tarlee SA 5411, Australia",-34.3031734,138.75294689999998
Hampel Poultry Farm 7-9,Broiler farm,"Unnamed Road, Brinkley SA 5253, Australia",-35.1921578,139.2977676
Inghams Hatchery,Hatchery,"147 Ferries McDonald Rd, Monarto South SA 5254, Australia",-35.1315917,139.1309051
Eyre Shellfish,Hatchery,"9 Beach Rd, Cowell SA 5602, Australia",-33.7169853,136.9025523
Houghton Hills Goldfish and Waterlily Farm,Hatchery,"87 Murphy Rd, Houghton SA 5131, Australia",-34.839,138.761228
SAFFA Trout Hatchery,Hatchery,"Pipeline Track, Millbrook SA 5231, Australia",-34.8341451,138.8082135
Yumbah Aquaculture,Hatchery,"Suite 2/Level 2/69 Fullarton Rd, Kent Town SA 5067, Australia",-34.9253865,138.62307479999998
Ikasi Gardens,Hatchery,"81 Willis Rd, Flaxley SA 5153, Australia",-35.1358748,138.8333152
Hexcyl Systems Pty Ltd | Oyster Baskets | Shellfish Baskets,Hatchery,"37 Thiselton Way, Denial Bay SA 5690, Australia",-32.0896262,133.5830734
Robarra,Hatchery,"28/32 Morgan St, Wingfield SA 5013, Australia",-34.847446,138.55882699999998
Robarra,Hatchery,"2 Hamra Ave, West Beach SA 5024, Australia",-34.9530938,138.5061524
Premium Fresh,Chicken farm,"199 Forthside Rd, Forth TAS 7310, Australia",-41.2094119,146.2728165
Shakespeare Hills Eggs,Egg farm,"1414 Mawbanna Rd, Mawbanna TAS 7321, Australia",-40.954727399999996,145.3592424
Pure Foods Eggs,Egg farm,"6/16 Fawkner Ave, Kings Meadows TAS 7249, Australia",-41.4702443,147.1604107
Tasmanian Egg Farms,Egg farm,"Moonah TAS 7009, Australia",-42.8473559,147.2996257
Coal River Farm,Egg farm,"634 Richmond Rd, Cambridge TAS 7170, Australia",-42.803131099999995,147.4224901
Carinya Farm Holiday Retreat,Egg farm,"63 Staverton Rd, Roland TAS 7306, Australia",-41.4049531,146.2446852
Guide Falls Farm,Egg farm,"309 W Ridgley Rd, West Ridgley TAS 7320, Australia",-41.1542179,145.79890609999998
Ravens Nest Tasmania,Egg farm,"8731 Lyell Hwy, Black Bobs Rd, Ouse TAS 7140, Australia",-42.377071199999996,146.5740483
Rookery Creek,Egg farm,"832 Rookery Rd, Winkleigh TAS 7275, Australia",-41.2786019,146.83266
Hazelbrae Hazelnuts,Broiler farm,"127 Hagley Station Ln, Hagley TAS 7292, Australia",-41.5494197,146.9090711
Rookwood Salmon Hatchery,Hatchery,"37 Rookwood Rd, Ranelagh TAS 7109, Australia",-43.017348899999995,146.9926333
Salmon Ponds,Hatchery,"20-70 Salmon Ponds Rd, Plenty TAS 7140, Australia",-42.7528231,146.96972409999998
Tasmanian Oyster Co,Hatchery,"shop 5 level 1/31 Cambridge Rd, Bellerive TAS 7018, Australia",-42.874763699999995,147.3682854
Tassal Strahan,Hatchery,"160 Smiths Cove Road, Strahan TAS 7468, Australia",-42.1746945,145.3093768
Salmon Enterprises of Tasmania,Hatchery,"289 Wayatinah Rd, Wayatinah TAS 7140, Australia",-42.394374899999995,146.49283699999998
Huon Aquaculture,Hatchery,"1007 Esperance Coast Rd, Dover TAS 7117, Australia",-43.266774,147.0721451
Berried in Tas Pty Ltd,Hatchery,"470 Oaks Rd, Carrick TAS 7291, Australia",-41.5695871,146.9784583
Redback Farm,Hatchery,"3H49+2G, Sisters Creek TAS 7325, Australia",-40.944992899999995,145.56883159999998
Hatchery Shore,Hatchery,"Hatchery Shore, Lake Sorell TAS 7030, Australia",-42.07000000000001,147.18
Farmer Brown's Free Range Eggs Honesty Booth,Chicken farm,"7 Gladstone St, Hall ACT 2618, Australia",-35.1714512,149.06956209999998
Amberly Farm,Chicken farm,"325 Kambah Pool Rd, Kambah ACT 2902, Australia",-35.3928677,149.0283384
Tom's Poultry,Chicken farm,"31 Isa St, Fyshwick ACT 2609, Australia",-35.3260624,149.17238319999998
Chicken Coop,Chicken farm,"15 Market St, Belconnen ACT 2617, Australia",-35.2452162,149.0657859
Pace farm - Parkwood,Chicken farm,"266 Parkwood Rd, MacGregor ACT 2615, Australia",-35.2058964,148.9883516
Canberra Queanbeyan Poultry Club,Chicken farm,"Queanbeyan East NSW 2620, Australia",-35.3451811,149.24588
Gibbs Farm Centre,Chicken farm,"5/7 Kendall Ave, Crestwood NSW 2620, Australia",-35.344343099999996,149.2134326
Happy Pastures,Chicken farm,"36 Mildura St, Fyshwick ACT 2609, Australia",-35.3237679,149.1545286
Long Paddock Eggs,Chicken farm,"400 Joe Rocks Rd, Bungendore NSW 2621, Australia",-35.2556465,149.3901821
Canberra Halal Meat and Poultry,Chicken farm,"Soward Way, Greenway ACT 2900, Australia",-35.417832499999996,149.06742029999998
Petstock Country Brindabella,Chicken farm,"2 Johns Pl, Hume ACT 2620, Australia",-35.3890525,149.1707165
Baba G's Farm Quality Pet and Stock Feed,Chicken farm,"Shop 9/6 Farr Pl, Isaacs ACT 2607, Australia",-35.3678546,149.1117745
The Truffle Farm Canberra,Chicken farm,"23 Mount Majura Rd, Australian Capital Territory 2609, Australia",-35.222829,149.19395799999998
Mulligans Flat Farm bumnuts,Chicken farm,"327 Mulligans Flat Rd, Sutton NSW 2620, Australia",-35.1247076,149.21734640000003
Beltana Farm,Chicken farm,"14 Beltana Rd, Pialligo ACT 2609, Australia",-35.307329300000006,149.1807925
Powells Stockfeeds,Chicken farm,"42-44 Colbee Ct, Phillip ACT 2606, Australia",-35.3529961,149.0870143
Little Oak Sanctuary Incorporated,Chicken farm,"7778 Kings Hwy, Manar NSW 2622, Australia",-35.3064113,149.71509039999998
Centrefarm,Chicken farm,"75 Hartley St, Alice Springs NT 0871, Australia",-23.7025831,133.8793796
Athelle Outback Hideaway,Chicken farm,"Cavenagh Rd, Anmatjere NT 0872, Australia",-22.4436049,133.6356609
Ti Tree Food Barn and Accommodation,Chicken farm,"26 Spencer St, Ti Tree NT 0872, Australia",-22.128380999999997,133.41332119999998
Saddleworld NT,Chicken farm,"20/460 Stuart Hwy, Coolalinga NT 0835, Australia",-12.524280599999999,131.0423021
NT Quail Mango Farm,Egg farm,"2180 Arnhem Hwy, Lambells Lagoon NT 0822, Australia",-12.6090988,131.26652679999998
Top End Feather & Egg,Egg farm,"28 Carroll Rd, Howard Springs NT 0835, Australia",-12.5045644,131.06250920000002
Hill Farm NT,Egg farm,"670 Strangways Rd, Humpty Doo NT 0836, Australia",-12.5855002,131.1353868
Darwin Aquaculture Centre,Hatchery,"1840 Channel Island Rd, Channel Island NT 0822, Australia",-12.556790999999999,130.8628177
